Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
burton-clash-snowboard-2016,,,,,,,,,155cm,,,,,,,,,9070.985574497,shopify,deny,manual,379.95,,true,true,,,,,'100701784,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-2.jpg?v=1778661006,2,Clash - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-2.jpg?v=1778661006,lb,,,,,,
burton-clash-snowboard-2016,,,,,,,,,158cm,,,,,,,,,9070.985574497,shopify,deny,manual,379.95,,true,true,,,,,'101101923,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-3.jpg?v=1778661006,3,Clash - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-3.jpg?v=1778661006,lb,,,,,,
burton-clash-snowboard-2016,,,,,,,,,160cm,,,,,,,,,9070.985574497,shopify,deny,manual,379.95,,true,true,,,,,'101300774,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-4.jpg?v=1778661006,4,Clash - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-4.jpg?v=1778661006,lb,,,,,,
burton-clash-snowboard-2016,,,,,,,,,160cm Wide,,,,,,,,,9070.985574497,shopify,deny,manual,379.95,,true,true,,,,,'101500096,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-5.jpg?v=1778661006,5,Clash - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-5.jpg?v=1778661006,lb,,,,,,
burton-clash-snowboard-2016,,,,,,,,,164cm Wide,,,,,,,,,9070.985574497,shopify,deny,manual,379.95,,true,true,,,,,'101700715,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-6.jpg?v=1778661006,6,Clash - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/clash-linhnguyen4-6.jpg?v=1778661006,lb,,,,,,
burton-process-flying-v-snowboard-2016,Process Flying V,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: Flying V™</li>
<li>SHAPE: Twin</li>
<li>FLEX: Twin</li>
<li>CORE: FSC™ Certified Super Fly II™ 700G Core with Dualzone™ EGD™ and Squeezebox</li>
<li>FIBERGLASS: Triax™</li>
<li>BASE: Sintered</li>
<li>FEATURES: The Channel™, Frostbite Edges, Scoop, Pro-Tip™, and Infinite Ride™</li>
<li>EXTRAS: Diecut Base Color Combinations May Vary</li>
<li>KEY FEATURE: SQUEEZEBOX - Burton-exclusive core profiling that balances thicker, more powerful sections with thinner, more flexible sections. Energy is transferred outward from beneath the feet, energizing the tip and tail while making the board snappier, more stable, and easier to manipulate.</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,159cm,,,,,,,,,9070.985574497,shopify,deny,manual,479.95,,true,true,,,,,'131900534,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-process-flying-v-snowboard-2016,,,,,,,,,162cm,,,,,,,,,9071.983477711,shopify,deny,manual,479.95,,true,true,,,,,'132300486,,,,,,,,,,,,,,,,,lb,,,,,,
burton-custom-twin-flying-v-2016,Twin Flying V,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: Flying V™</li>
<li>SHAPE: Twin</li>
<li>FLEX: Twin</li>
<li>CORE: FSC™ Certified Super Fly II™ 700G Core with Dualzone™ EGD™ and Off-Axis Squeezebox</li>
<li>FIBERGLASS: 45° Carbon Highlights</li>
<li>BASE: Sintered WFO</li>
<li>FEATURES: The Channel™, Off-Axis Frostbite Edges, NEW Guard Rails EGD, Pro-Tip™, and Infinite Ride™</li>
<li>ARTIST: Juan Francisco Casas [www.juanfranciscocasas.com]</li>
<li>KEY FEATURE: The award-winning Spanish artist Juan Francisco Casas recreates his photography in hyper-realistic detail as large scale drawings using ballpoint pens. His work has been shown at museums and galleries around the world, and now you can put it under your feet.</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,154cm,,,,,,,,,9070.985574497,shopify,deny,manual,579.95,,true,true,,,,,'136900220,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-custom-twin-flying-v-2016,,,,,,,,,158cm,,,,,,,,,9070.985574497,shopify,deny,manual,579.95,,true,true,,,,,'137300275,,,,,,,,,,,,,,,,,lb,,,,,,
burton-ripcord-snowboard-2016,Ripcord,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: NEW Flat Top with Easy Rider</li>
<li>SHAPE: Directional [5MM Taper]</li>
<li>FLEX: Directional</li>
<li>CORE: FSC™ Certified Fly® 900G Core and Squeezebox Low</li>
<li>FIBERGLASS: Biax™</li>
<li>BASE: Extruded</li>
<li>FEATURES: The Channel™ and Easy Rider Edge Tune</li>
<li>EXTRAS: Diecut Base Color Combinations May Vary</li>
<li>KEY FEATURE: THE CHANNEL - Stronger, easier, and more adjustable – The Channel™ makes this board totally compatible with any binding from most major brands. <span>Better yet, the entire board (not just The Channel) is backed by a 3-year warranty.</span>
</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,150cm,,,,,,,,,9070.985574497,shopify,deny,manual,339.95,,true,true,,,,,'151900319,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-ripcord-snowboard-2016,,,,,,,,,154cm,,,,,,,,,9070.985574497,shopify,deny,manual,339.95,,true,true,,,,,'152101453,,,,,,,,,,,,,,,,,lb,,,,,,
burton-ripcord-snowboard-2016,,,,,,,,,157cm,,,,,,,,,9070.985574497,shopify,deny,manual,339.95,,true,true,,,,,'152500046,,,,,,,,,,,,,,,,,lb,,,,,,
burton-ripcord-snowboard-2016,,,,,,,,,159cm,,,,,,,,,9070.985574497,shopify,deny,manual,339.95,,true,true,,,,,'152900019,,,,,,,,,,,,,,,,,lb,,,,,,
burton-parkitect-snowboard-2016,Parkitect,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: Camber</li>
<li>SHAPE: Twin</li>
<li>FLEX: Twin</li>
<li>CORE: FSC™ Certified Super Fly® 800G Core with Dualzone™ EGD™ and Off-Axis Squeezebox Low</li>
<li>FIBERGLASS: Triax™</li>
<li>BASE: Sintered</li>
<li>FEATURES: The Channel™, Off-Axis Frostbite Edges, Pro-Tip™, and Infinite Ride™</li>
<li>ARTIST: BMD Design [www.bmddesign.fr]</li>
<li>KEY FEATURE: Way more badass than your typical skull and crossbones, BMD Design of France created this hand-drawn, tattoo-worthy, and somewhat macabre graphic to give the working man’s park board a gritty feel.</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,154cm,,,,,,,,,9070.985574497,shopify,deny,manual,479.95,,true,true,,,,,'155300638,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-parkitect-snowboard-2016,,,,,,,,,157cm,,,,,,,,,9071.983477711,shopify,deny,manual,479.95,,true,true,,,,,'155500251,,,,,,,,,,,,,,,,,lb,,,,,,
burton-twc-pro-snowboard-2016,Pro,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: Camber</li>
<li>SHAPE: Directional</li>
<li>FLEX: Directional</li>
<li>CORE: FSC™ Certified Super Fly II™ 700G Core with Dualzone™ EGD™</li>
<li>FIBERGLASS: Triax™ with Carbon I-Beam™</li>
<li>BASE: Sintered WFO</li>
<li>FEATURES: The Channel™, Frostbite Edges, Pro-Tip™, and Infinite Ride™</li>
<li>ARTIST: Jon Contino [www.joncontino.com]</li>
<li>KEY FEATURE: Bold and brazen, NYC-based illustrator and artist Jon Contino lets his lines do the heavy lifting. Blending the hand-made and vintage with modern design applications, Contino’s work was perfect for making Shaun’s latest pro model stand out.</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,156cm,,,,,,,,,9070.985574497,shopify,deny,manual,599.95,,true,true,,,,,'156900492,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-nug-snowboard-2016,Nug,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BEND: Flying V™</li>
<li>SHAPE: Twin</li>
<li>FLEX: Twin</li>
<li>CORE: FSC™ Certified Super Fly® 800G Core with Dualzone™ EGD™ and Squeezebox</li>
<li>FIBERGLASS: Triax™</li>
<li>BASE: Sintered</li>
<li>FEATURES: The Channel™, Frostbite Edges, Side Effects, Scoop, Pro-Tip™, and Infinite Ride™</li>
<li>EXTRAS: We recommend riders downsize 8-10cm from the board size they normally ride.</li>
<li>ARTIST: Pierre Llamas [www.pierre-llamas.com]</li>
<li>KEY FEATURE: A top ten Backyard board graphic contest finisher from last season, Pierre Llamas applies a dark vision to his twisted pen and ink illustrations. His ghostly apparitions of bootlegged booze worked like black magic for the Nug’s off-kilter personality.</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,146cm,,,,,,,,,9070.985574497,shopify,deny,manual,449.95,,true,true,,,,,'156300600,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-nug-snowboard-2016,,,,,,,,,150cm,,,,,,,,,9071.983477711,shopify,deny,manual,449.95,,true,true,,,,,'156500298,,,,,,,,,,,,,,,,,lb,,,,,,
burton-ripcord-snowboard-2014,Ripcord,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>BEND: V-Rocker</li>
<li>ITEM No. 10704100</li>
<li>SHAPE: Directional [3-5MM Taper Depending on Size]</li>
<li>FLEX: Directional</li>
<li>CORE: Fly</li>
<li>FIBERGLASS: Biax</li>
<li>BASE: Extruded</li>
</ul>",Burton,,Snowboards,Snowboards,true,Size,145cm,,,,,,,,,9071.983477711,shopify,deny,manual,224.96,299.95,true,true,,,,,'104700482,,,,false,,,,,,,,,,,,,lb,,,,,,active
rossignol-trickstick-amptek-mens-snowboard-2015,Trickstick Amptek,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">TWIN FREESTYLE</span></li>
<li><span style=""line-height: 1.2;"">WOOD 6420</span></li>
<li><span style=""line-height: 1.2;"">4400 EXTRUDED</span></li>
<li><span style=""line-height: 1.2;"">DEEP PROGRESSIVE</span></li>
<li><span style=""line-height: 1.2;"">AMPTEK AUTO-TURN</span></li>
<li><span style=""line-height: 1.2;"">*Graphic colors may vary</span></li>
</ul>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">",Rossignol,,Snowboards,Snowboards,true,Size,151cm,,,,,,,,,9071.983477711,shopify,deny,manual,262.46,349.95,true,true,,,,,'3607681636251,,,,false,,,,,,,,,,,,,lb,,,,,,active
dc-mens-mega-snowboard-2015,Ply,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.5;"">True twin</span></li>
<li><span style=""line-height: 1.5;"">Lock &amp; Load Camber (cambered mid-section, flat underfoot)</span></li>
<li><span style=""line-height: 1.5;"">Stratus core (poplar wood)</span></li>
<li><span style=""line-height: 1.5;"">Biax fiberglass</span></li>
<li><span style=""line-height: 1.5;"">Radius 2 Flat (flat nose, tail kicks)</span></li>
<li><span style=""line-height: 1.5;"">3-degree edge bevel</span></li>
<li><span style=""line-height: 1.5;"">True base (extruded)</span></li>
<li><span style=""line-height: 1.5;"">Collab graphics by Vincent Skoglund</span></li>
<li><span style=""line-height: 1.2;"">*Graphic colors may vary</span></li>
</ul>
<p> </p>",DC,,Snowboards,Snowboards,true,Size,156cm,,,,,,,,,9071.983477711,shopify,deny,manual,284.96,379.95,true,true,,,,,'012356010459,,,,false,,,,,,,,,,,,,lb,,,,,,active
dc-mens-tone-snowboard-2015,Tone Snowboard,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.5;"">True twin</span></li>
<li><span style=""line-height: 1.5;"">Anti-Camber profile (flat underfoot, rockered tips)</span></li>
<li><span style=""line-height: 1.5;"">Camber Core engineered into Anti-Camber zones</span></li>
<li><span style=""line-height: 1.5;"">Stratus core (poplar wood)</span></li>
<li><span style=""line-height: 1.5;"">Quadrax fiberglass</span></li>
<li><span style=""line-height: 1.5;"">Radius 2 Flat (flat nose, tail kicks)</span></li>
<li><span style=""line-height: 1.5;"">Sintered Supreme base</span></li>
<li><span style=""line-height: 1.2;"">*Graphic colors may vary</span></li>
</ul>
<p> </p>",DC,,Snowboards,Snowboards,true,Size,156cm,,,,,,,,,9071.983477711,shopify,deny,manual,322.46,429.95,true,true,,,,,'012356010404,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-twc-greenlight-jacket-2016,Greenlight,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>WATERPROOFING: DRYRIDE Durashell™ 2-Layer Printed Polyester Plain Weave Fabric [10,000MM, 5,000G] [Bleachalo, Bog Belmont Stripe, and Algae Belmont Stripe Colorways]</li>
<li>WARMTH: Mapped with Thermacore™ Insulation [60G Throughout] and Embossed Taffeta Lining</li>
<li>Critically Taped Seams</li>
<li>Chest Access Media Pocket Under Stormflap™</li>
<li>Includes Men's The White Collection Jacket Standard Features Package</li>
</ul>",Burton,,Jackets,Jackets,true,Size,Small,,Color,Bleachalo,,,,,,1361.003906185,shopify,deny,manual,169.95,,true,true,,,,,'9009519715253,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greenlight-linhnguyen4-1.jpg?v=1778660995,1,Greenlight - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greenlight-linhnguyen4-1.jpg?v=1778660995,lb,,,,,,active
burton-covert-jacket-2016,Covert,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>WATERPROOFING: DRYRIDE Durashell 2-Layer Plain Weave Fabric [10,000MM, 10,000G] [Striped Tuna, Oil Camo, and Mocha / Glacier Sierra Colorway]</li>
<li>WARMTH: Mapped with bluesign® Approved Recycled THERMOLITE® Insulation [80G Body / 60G Sleeves] and Printed Taffeta and Mesh Lining</li>
<li>Critically Taped Seams</li>
<li>Fulltime Contour™ Hood</li>
<li>Exterior Chest Access Media Pocket with Secure Audio Sleeve</li>
<li>Water-Repellent Magic Stitch Removable Waist Gaiter with Jacket-to-Pant Interface</li>
<li>Welt Entry Chest Pocket on Lining</li>
<li>Includes Men's Burton Jacket Standard Features Package</li>
</ul>",Burton,,Jackets,Jackets,true,Size,Medium,,Color,Striped Tuna,,,,,,1361.003906185,shopify,deny,manual,189.95,,true,true,,,,,'9009519697375,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/covert-linhnguyen4-1.jpg?v=1778660993,1,Covert - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/covert-linhnguyen4-1.jpg?v=1778660993,lb,,,,,,active
burton-dunmore-jacket-2016,Dunmore,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>WATERPROOFING: DRYRIDE Durashell 2-Layer Polyester Plain Weave Fabric [10,000MM, 10,000G] [Beaver Tail Melange Colorway]</li>
<li>WARMTH: Mapped with bluesign® Approved Recycled THERMOLITE® Insulation [40G Body and Sleeves] and Yarn Dye and Solid Woven NEW Living Lining™</li>
<li>Critically Taped Seams</li>
<li>Removable Bonded Fleece Contour™ Hood with Corduroy Collar</li>
<li>Exterior Chest Access Media Pocket with Secure Audio Sleeve</li>
<li>Water-Repellent Magic Stitch Removable Stretch Waist Gaiter with Jacket-to-Pant Interface</li>
<li>Welt Entry Chest Pocket on Lining</li>
<li>Includes Men's Burton Jacket Standard Features Package</li>
</ul>",Burton,,Jackets,Jackets,true,Size,Large,,Color,Beaver Tail Melange,,,,,,1361.003906185,shopify,deny,manual,229.95,,true,true,,,,,'9009519697740,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/dunmore-linhnguyen4-1.jpg?v=1778660992,1,Dunmore - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/dunmore-linhnguyen4-1.jpg?v=1778660992,lb,,,,,,active
burton-dunmore-jacket-2016,,,,,,,,,XLarge,,,True Black,,,,,,1361.003906185,shopify,deny,manual,229.95,,true,true,,,,,'9009519697719,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/dunmore-linhnguyen4-2.jpg?v=1778660992,2,Dunmore - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/dunmore-linhnguyen4-2.jpg?v=1778660992,lb,,,,,,
burton-frontier-mens-jacket-2015,Frontier,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>WATERPROOFING: DRYRIDE Durashell™ 2-Layer Recycled Bottle Printed Polyester Plain Weave Fabric [10,000MM, 10,000G] [Leopard Print / Woody and Jersey Tan / Camo Tie Dye Stripe Colorways]</li>
<li>WATERPROOFING: DRYRIDE Durashell 2-Layer Solid Nylon Ottoman and Ripstop with Heathered Peached Polyester Dobby Fabric [10,000MM, 10,000G] [All Other Colorways]</li>
<li>WARMTH: Mapped with 3M™ Thinsulate™ Insulation [40G Throughout] and NEW Exhaust™ Ultrawicking Knit, Faux Sherpa and Embossed Taffeta Lining</li>
<li>Mid Fit</li>
<li>Fully Taped Seams</li>
<li>Fulltime Contour™ Hood with Drop Construction with NEW Internal Cinch Adjustments</li>
<li>Multiple Patch-On Storage Pockets</li>
<li>Zippered Media Pocket with Secure Audio Sleeve</li>
<li>NEW Internal Mesh Goggle Pocket with Scratchproof Lens Sleeve</li>
<li>Zip-Out Waist Gaiter with Jacket-to-Pant Interface</li>
<li>Includes Men's Burton Jacket Standard Features Package</li>
</ul>",Burton,,Jackets,Jackets,true,Size,Large,,Color,Leopard Print/Woody,,,,,,1361.003906185,shopify,deny,manual,167.96,,true,true,,,,,'9009519253007,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/frontier-linhnguyen4-1.jpg?v=1778660991,1,Frontier - linhnguyen4,false,,"Burton BRTN Frontier Jacket WATERPROOFING: DRYRIDE Durashell™ 2-Layer Recycled Bottle Printed Polyester Plain Weave Fabric [10,000MM, 10,000G] [Leopard Print / Woody and Jersey Tan / Camo ",,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/frontier-linhnguyen4-1.jpg?v=1778660991,lb,,,,,,active
burton-flint-mens-jacket-2015,Flint,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>WATERPROOFING: DRYRIDE Durashell™ 2-Layer Recycled Bottle Printed Polyester Plain Weave Fabric [10,000MM, 10,000G] [Mitraisley Print / True Black Colorway]</li>
<li>WATERPROOFING: DRYRIDE Durashell 2-Layer Solid Nylon Ripstop Fabric [10,000MM, 10,000G] [All Other Colorways]</li>
<li>WARMTH: Shell Mapped with Taffeta Lining Featuring Polygiene® Antimicrobial Finish</li>
<li>Sig Fit with 1” Additional Length</li>
<li>Critically Taped Seams</li>
<li>Fulltime Contour™ Hood</li>
<li>Anorak Style with Zippered Center Front and Side-Entry</li>
<li>Kangaroo Handwarmer Pockets</li>
<li>Media Pocket with Secure Audio Sleeve</li>
<li>Removable Magic Stitch Waist Gaiter with Jacket-to-Pant Interface</li>
<li>Includes Men's Burton Jacket Standard Features Package</li>
</ul>",Burton,,Jackets,Jackets,true,Size,Medium,,Color,Mitraisley Print/True Black,,,,,,1361.003906185,shopify,deny,manual,139.96,,true,true,,,,,'9009519248737,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/flint-linhnguyen4-1.jpg?v=1778660990,1,Flint - linhnguyen4,false,,"Burton BRTN Flint Jacket WATERPROOFING: DRYRIDE Durashell™ 2-Layer Recycled Bottle Printed Polyester Plain Weave Fabric [10,000MM, 10,000G] [Mitraisley Print / True Black Colorway] WATE",,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/flint-linhnguyen4-1.jpg?v=1778660990,lb,,,,,,active
burton-campus-mens-jacket-2015,Campus,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.5;"">Versatile, breathable warmth for cool to cold weather activity</span></li>
<li><span style=""line-height: 1.5;"">Mapped with 3M™ Thinsulate™ Insulation [40G Throughout]</span></li>
<li><span style=""line-height: 1.5;"">Mesh and Taffeta Lining Featuring Polygene Antimicrobial Finish</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE fabrics meet elevated breathability for stepped up storm performance.</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE Durashell™ 2-Layer Recycled Bottle Printed Polyester Plain Weave Fabric [10,000MM, 5,000G] [Camofloral Print / Woody Colorway]</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE Durashell™ 2-Layer Yarn-Dye Recycled Hemp/Cotton/Polyester Twill Fabric [10,000MM, 4,000G] [Drug Rug Stripe Colorway]</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE Durashell 2-Layer Solid Plain Weave Fabric [10,000MM, 5,000G] [All Other Colorways]</span></li>
</ul>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<ul></ul>
<ul></ul>
<ul></ul>",Burton,,Jackets,Jackets,true,Size,Large,,Color,Camo/Floral Woody,,,,,,1361.003906185,,deny,manual,132.96,,true,true,,,,,'9009519247563,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/campus-linhnguyen4-1.jpg?v=1778660990,1,Campus - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/campus-linhnguyen4-1.jpg?v=1778660990,lb,,,,,,active
dc-la-mens-jacket-2015,LA,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">10,000mm</span></li>
<li><span style=""line-height: 1.2;"">10,000g</span></li>
<li><span style=""line-height: 1.2;"">Critically Taped</span></li>
<li><span style=""line-height: 1.2;"">Powder Skirt</span></li>
<li><span style=""line-height: 1.2;"">Fixed Hood</span></li>
<li><span style=""line-height: 1.2;"">Under Arm Venting</span></li>
<li><span style=""line-height: 1.2;"">Mesh Gussets</span></li>
<li><span style=""line-height: 1.2;"">Front Hand Pockets</span></li>
<li><span style=""line-height: 1.2;"">Hidden Neck Warmer</span></li>
<li><span style=""line-height: 1.2;"">3-Way Adjustable Hood</span></li>
<li><span style=""line-height: 1.2;"">Thumbholes at Cuffs</span></li>
<li><span style=""line-height: 1.2;"">Felt Patch Chest Logo</span></li>
</ul>",DC,,Jackets,Jackets,true,Size,Medium,,Color,Dress Blue,,,,,,1361.003906185,shopify,deny,manual,139.96,,true,true,,,,,'887767614844,,,,false,,,,,,,,,,,,,lb,,,,,,active
dc-la-mens-jacket-2015,,,,,,,,,Large,,,Caviar,,,,,,1361.003906185,shopify,deny,manual,139.96,,true,true,,,,,'887767613694,,,,,,,,,,,,,,,,,lb,,,,,,
burton-restricted-men-s-pole-cat-jacket-2014,Restricted Pole Cat,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p>
<ul>
<li><span style=""line-height: 1.2;"">Added performance and strength for enhanced waterproof/breathability.</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE Durashell™ 2-Layer Nylon Plain Weave Fabric [10,000MM, 10,000G]</span></li>
<li><span style=""line-height: 1.2;"">Shells offer the most versatility. Simply add a fleece or insulator on colder days.</span></li>
<li><span style=""line-height: 1.5;"">Recycled Printed Herringbone Fabric [Fleck Camo Colorway]</span></li>
<li><span style=""line-height: 1.5;"">Plain Taffeta Lining</span></li>
</ul>",Burton,,Jackets,Jackets,true,Size,Small,,Color,Fleck Camo,,,,,,1361.003906185,shopify,deny,manual,139.96,,true,true,,,,,'9009518529035,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/restricted-pole-cat-linhnguyen4-1.jpg?v=1778660987,1,Restricted Pole Cat - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/restricted-pole-cat-linhnguyen4-1.jpg?v=1778660987,lb,,,,,,active
burton-restricted-men-s-pole-cat-jacket-2014,,,,,,,,,XLarge,,,Fleck Camo,,,,,,1361.003906185,shopify,deny,manual,139.96,,true,true,,,,,'9009518529042,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/restricted-pole-cat-linhnguyen4-1.jpg?v=1778660987,lb,,,,,,
